X,Y
8.447506,64.22501
11.777624,63.885353
14.506489,64.31752
18.373442,63.66165
20.77975,65.151344
23.314508,63.57216
34.33724,64.16047
50.07885,74.76223
5.988124,76.20193
11.50582,76.76197
7.489441,80.19117
36.074528,79.92104
9.78189,80.80627
12.549132,81.305595
50.336514,80.75544
3.0743923,86.05474
6.4188356,85.83244
10.598646,86.02969
33.9135,85.70302
53.38656,88.81695
10.601826,90.12659
4.1450996,90.9648
5.4865513,90.95352
50.141308,91.74744
45.532536,95.17494
3.923893,96.84778
38.370403,97.37601
8.149482,100.2687
5.759192,100.39977
16.83389,101.6199
19.545004,103.77243
7.4158688,104.40313
13.185306,105.40673
9.786452,106.96221
34.312057,4.808649
19.49454,7.314349
20.741978,7.1330853
30.92078,6.836966
39.801846,7.0048265
17.091057,9.870401
25.160233,10.787825
17.9159,11.906767
11.836267,14.716929
17.000456,15.201818
26.937778,14.309139
14.238848,17.115593
20.913792,17.31593
44.524628,19.466818
7.614069,24.087471
10.730881,24.235851
12.295465,24.289448
42.697422,23.808935
15.90394,25.107761
19.462305,26.020708
5.721495,28.577646
41.95367,28.197643
49.27862,28.231733
15.082325,31.039833
7.5227346,37.990433
13.97763,37.588074
5.614246,41.235725
30.794607,43.192425
55.635166,43.637783
7.254198,45.25481
19.662159,47.7435
12.382134,49.200294
13.462366,49.13619
7.43946,51.46109
35.39261,50.533566
63.931206,51.292797
4.830394,52.82603
14.343491,54.84636
54.522457,54.83617
12.270175,57.288734
18.393375,57.419987
46.694305,62.56762
13.694056,63.455482
18.79807,63.495865
26.084202,63.233353
7.72122,63.839554
10.54687,63.588654
20.398273,63.584335
24.26909,63.663002
34.345444,64.02563
46.428738,63.78382
11.727857,68.59914
17.932287,69.883316
49.684322,74.779884
5.525663,76.077065
11.662122,76.71584
36.54088,79.12435
7.210966,79.87841
50.065727,80.94046
9.816859,81.368355
2.9623494,86.1173
53.397915,88.16488
10.862011,90.19281
45.286255,95.36536
38.476143,97.40839
8.553766,100.15825
12.348973,98.96269
17.027763,100.91352
7.1057405,102.26274
18.523563,103.57629
12.793652,104.94479
6.289069,106.780594
8.899237,106.3547
12.9606495,108.61806
6.9255567,110.39671
9.963634,111.56101
29.96368,111.8171
20.988565,4.363858
34.080536,4.9967837
30.845617,6.2498
18.645412,8.563993
28.169315,8.76899
15.060707,11.074049
25.694628,10.862175
18.842932,12.491268
16.902504,14.878235
26.771004,14.38087
10.773213,16.4996
14.831897,16.806955
44.42209,20.185236
8.978877,21.915104
44.05323,21.580847
7.5020056,24.263649
12.102634,24.471085
43.019375,23.6943
15.604141,24.831907
6.0515895,28.223112
16.764757,29.269293
42.5392,28.380192
49.103683,28.409292
15.15543,31.146175
45.41188,32.671406
14.2887945,37.530617
53.90643,40.534508
30.663511,42.938053
6.6470227,44.28911
55.78681,43.381084
12.10515,48.790783
13.615488,49.087673
13.788649,51.112488
35.330566,50.530884
64.00979,50.84014
5.1792445,52.798954
13.934899,53.59631
54.741966,54.884087
18.908207,58.053703
1.5582781,59.104763
21.56894,63.80767
26.57497,63.377457
47.154198,62.714764
9.371138,64.12655
12.066077,62.87203
23.48754,63.58065
34.297543,64.08688
46.53243,63.95677
11.516666,68.65472
17.864834,69.90732
49.816513,74.86098
5.496771,76.001884
11.316774,76.74606
36.52201,79.26873
50.049126,81.379524
9.67439,81.654755
33.62058,85.8527
54.280373,87.80852
10.903443,90.116974
3.7605352,91.81699
45.274296,95.304146
31.489922,96.463295
38.937458,98.134476
4.7741766,99.57949
12.652349,99.24149
8.881638,100.2056
7.59373,102.09246
19.157778,103.63699
13.071114,105.150276
8.221244,106.32891
9.919884,111.48763
16.971743,111.84543
30.185421,111.81439
10.755152,113.209015
38.606094,3.1895041
30.30223,6.2024903
18.157684,8.23164
21.52483,7.78988
14.255724,12.053116
18.732224,12.533468
53.373955,14.380418
21.056717,15.194639
10.905023,16.324879
15.032295,17.053589
16.32504,19.814896
44.670074,20.141918
8.677789,21.487213
44.41283,21.450363
6.6620307,23.659805
15.441689,24.743656
5.7431784,28.000996
16.66804,29.388788
42.287746,28.827394
55.689137,28.835337
15.262173,31.12217
36.02682,34.218212
56.92172,35.712555
11.841122,36.7775
53.76327,40.91786
4.951225,41.422905
30.84956,41.502117
55.88368,43.02115
6.7294235,44.45488
3.4053783,48.517006
12.533163,48.972954
7.4955664,50.98703
14.302217,50.777836
35.48826,50.494953
11.879471,51.82991
5.451621,52.066216
54.46518,54.554665
41.787186,60.47199
7.931432,63.61577
21.661694,63.83731
47.19332,62.651524
9.447874,63.94378
11.293875,63.759018
12.926022,63.900017
19.976088,63.855453
22.709925,63.74846
34.305576,64.1765
1.9126396,65.22487
45.98937,63.987244
11.834356,67.82472
47.90594,69.96246
50.10691,75.13929
11.097873,76.80305
10.128866,78.30916
41.254597,79.224144
36.18873,79.85038
50.01369,81.72024
33.677647,85.64006
54.445,87.99655
10.610546,89.81342
2.8542664,91.83541
42.54841,93.601006
45.267254,95.04799
31.843353,96.4589
12.906948,99.04353
39.35063,98.48371
9.203815,99.670494
5.395785,101.054955
19.437916,103.87135
13.272972,105.256
7.929492,106.3862
9.892526,111.3697
17.295506,111.89749
38.595615,3.3289967
30.270132,6.2516627
17.737303,8.98315
21.569122,7.273347
29.074484,8.592444
14.280776,12.261811
18.323067,12.588558
53.380203,14.298991
21.931427,15.1738205
11.012253,16.540096
16.608177,19.77138
44.92273,20.10445
9.009893,21.203976
44.526398,21.36355
7.150716,25.709917
15.134687,24.80215
6.317904,28.272598
50.013,28.15534
42.430958,29.052656
55.743736,28.87495
15.443573,31.123104
12.411657,34.222515
24.015068,33.73434
36.050484,34.21582
56.814644,35.68946
14.541893,37.94515
5.192202,41.45391
30.598228,41.194504
54.019367,41.251953
55.674656,43.083786
6.8390903,44.57345
63.43608,48.603203
3.1211362,48.264168
12.493222,48.916664
14.5596695,51.59928
4.3106437,53.657375
41.857582,60.398468
16.151045,61.226364
47.259228,62.480324
12.953134,63.30948
11.155387,63.748825
20.053364,63.830833
21.76834,63.61241
22.643513,63.88713
34.341297,64.23837
1.5303798,64.71892
46.003216,63.787186
17.462772,67.83971
48.590004,70.34279
50.10734,75.03242
11.136383,76.844154
9.949894,78.36527
41.31863,79.245926
35.710888,80.261765
8.964743,80.40984
9.78946,81.52464
5.362848,85.11507
33.803852,85.21688
54.34553,88.259834
10.901761,89.98019
2.7140796,91.86872
42.58645,93.00238
17.668575,96.03502
31.837479,96.56725
13.043791,99.03568
39.23939,98.68061
5.3106813,101.23972
8.070038,101.95095
20.098845,104.05534
12.886269,105.40685
8.111382,106.352425
16.519688,109.1189
9.844968,111.35033
17.24965,111.8538
38.720726,3.6818185
20.44763,6.1283765
31.060871,6.8983893
18.527838,9.146928
29.079723,8.869392
14.799996,12.515302
18.851837,12.191548
53.397457,14.366383
16.675388,15.889164
10.5046015,16.864294
16.490059,19.921522
45.04683,20.149323
8.908441,21.385515
44.46236,21.537018
7.147352,24.536438
12.516393,24.77045
15.114567,24.915922
19.42498,26.101171
50.241688,27.943794
6.1066155,29.277496
42.354713,29.28569
55.512188,28.92315
15.732302,31.20438
12.451754,33.926613
24.140038,33.865505
36.051563,34.17811
14.800232,37.825993
47.6477,40.597084
53.368217,40.351265
5.078345,41.339733
30.416683,41.160614
55.507698,43.133606
6.298598,44.579823
63.434013,48.63998
12.200355,49.021805
13.098021,49.894154
11.180171,49.914074
45.601368,50.297207
14.535286,51.512577
4.926826,53.411488
6.1459074,53.00145
20.042454,55.299873
41.913914,60.067577
47.296085,62.31104
13.711475,63.851868
19.721157,63.797073
2.5797248,64.105965
7.866949,64.11404
10.973078,63.517685
16.645515,63.992203
21.064154,63.626503
23.26201,63.882393
34.375126,64.28247
45.678837,64.162964
18.008373,68.01452
14.617446,68.878685
48.47586,70.85689
4.759871,75.28262
51.626507,74.353806
11.35972,76.81245
10.242717,78.60362
41.367306,79.22245
35.05587,81.24116
9.749528,81.65777
33.956364,85.108154
10.908959,90.59683
52.944763,89.892136
43.104305,91.99365
17.602118,96.48853
31.823246,96.490776
13.008626,98.670876
39.283226,98.69295
5.244697,101.2606
7.388034,100.887695
20.515276,103.98761
12.416556,105.40071
11.37272,106.443665
7.861909,107.02337
16.485159,109.141914
9.737101,111.19709
17.187138,111.84019
12.032506,113.71102
39.428413,3.7008505
31.462025,7.0823755
19.111223,7.8173895
21.638735,8.012679
29.542725,8.8075285
18.912033,12.135949
17.579113,14.910592
10.692918,16.497099
16.443266,20.212004
44.7337,20.004322
9.063162,21.74451
44.410904,21.63541
7.461606,24.532352
12.549546,23.718596
15.225908,25.019415
19.50727,26.350151
48.405396,26.58219
6.2577972,28.528881
50.397564,28.017662
43.000874,28.770918
56.122307,29.121826
15.71026,31.224472
12.728832,33.716263
36.0501,34.1328
14.849039,37.687458
47.591106,40.51229
53.214912,40.278084
5.100976,41.16963
30.484587,41.23848
55.58232,42.687183
6.660348,44.92393
63.451546,48.466175
13.508446,49.495255
5.2391973,48.92602
11.556398,49.55388
45.759003,50.367786
5.317787,53.381306
19.958872,55.418877
54.544807,54.831425
1.8512945,60.31625
41.77232,59.898422
47.37676,62.204464
14.545581,63.99688
19.655924,63.53057
2.2626517,64.434235
8.385744,64.20247
16.397516,62.9427
20.986197,63.246025
23.49639,63.801483
34.40444,64.21483
46.382072,63.266655
48.492004,70.97471
5.075717,75.42787
50.90654,74.14235
11.515596,76.77453
34.604897,81.47818
5.01387,84.940216
34.04106,85.01555
6.509513,86.17553
52.97752,89.894424
11.594955,90.4609
2.717287,91.80242
43.276234,92.02298
2.1736994,95.93552
31.753376,96.46508
39.151115,98.214935
12.095269,99.28637
5.287416,101.09851
20.267887,103.7881
12.69692,105.49639
11.1635065,106.05459
7.874832,106.8356
23.197027,108.995964
9.734985,111.03958
17.396227,111.76795
39.351578,4.3393064
19.877127,5.99993
33.426228,5.50869
31.553555,7.012532
18.43055,7.9228516
23.161402,8.314388
30.09084,8.518779
15.840008,10.377312
24.361774,10.096873
19.030037,12.1930065
19.017048,12.385122
17.485558,14.838441
10.83354,16.672045
44.5137,19.600002
16.262445,20.528997
8.8255005,22.20783
44.344307,21.633228
7.4489565,24.31927
12.900461,23.712173
15.450129,24.93818
19.420689,26.4517
48.344086,26.719204
6.256323,28.2629
42.987663,28.687092
15.606567,31.158585
6.2818575,33.076782
12.288216,33.33468
47.69157,40.455956
53.200428,40.27338
5.2542377,41.266376
30.575613,41.35306
61.580063,41.70594
55.188885,42.882847
33.99123,44.302868
6.706549,44.65776
63.183586,48.220734
13.551961,49.289146
11.417252,49.48397
7.6370544,50.738354
35.789875,50.3969
45.942688,50.55555
4.609807,53.672646
19.797451,55.491295
54.27478,54.795307
41.850613,59.874874
13.365622,63.79393
26.265652,63.020462
47.16342,62.254433
1.9195442,64.36514
8.925389,63.99095
17.081125,63.164536
21.240871,63.35623
23.18789,63.825058
34.367756,64.13446
45.7369,63.41443
9.400106,67.08171
18.239853,68.8308
51.88097,74.15494
5.1900163,75.09479
11.567825,76.7437
9.000372,80.537384
9.902369,81.78925
5.361064,85.22458
34.08157,84.88318
6.9542913,86.06817
10.978877,89.97846
11.456223,90.189606
53.06233,89.91553
2.3986263,92.137825
44.438103,92.51784
46.97114,93.4261
2.9565012,95.75618
9.32399,96.589096
31.715172,96.45942
39.20656,98.0767
12.245441,99.25101
9.513733,100.20557
5.327323,101.16059
20.027134,103.67347
6.3042083,105.6396
13.293969,105.26027
11.3357315,106.5023
16.076363,108.41782
23.206123,108.88707
7.5100946,110.50829
30.267183,111.65744
33.816685,5.2493515
39.970394,4.6008563
31.686062,7.205699
18.27526,7.8782234
24.412693,10.1234
19.086765,11.83733
19.844746,12.495384
10.441817,16.80036
17.070904,16.3398
21.407602,16.832232
44.425606,19.871336
15.888134,20.598675
8.119592,22.33386
44.358536,21.664764
7.5638323,24.042881
12.813853,24.103708
15.621889,24.849985
19.472664,26.447008
48.12409,26.900696
6.363088,28.737715
42.91243,28.66626
15.566719,31.142544
6.3358164,33.03762
12.090006,33.430077
47.82528,40.397163
53.489666,40.082943
5.341637,41.451305
30.417635,41.321594
61.50871,41.790134
54.99909,42.736664
33.9839,44.275517
6.417644,44.318405
63.078064,48.109898
13.212752,49.321827
11.41065,49.40459
7.8702936,50.855183
35.47934,50.317387
46.102966,50.650383
70.54639,51.006203
4.6354833,53.37823
6.1607265,52.595814
19.529888,55.421757
54.64796,54.884205
41.957336,59.79686
53.140354,59.832863
2.0229917,63.087975
47.030163,62.244175
10.194459,64.04014
11.721408,63.395126
18.19826,63.69748
20.955076,64.02284
23.387423,63.86447
34.294178,64.07423
45.2643,63.618156
9.973168,67.34922
52.056778,74.07577
4.656745,74.98851
4.9466124,75.27702
11.540082,76.946335
10.234257,81.55178
34.079678,84.92408
7.3016844,85.95012
2.8116903,89.55606
11.489825,90.26865
53.112858,89.8744
8.979462,90.550354
44.86206,94.23614
2.9007888,95.760086
31.702007,96.52724
39.304424,97.969154
12.276588,98.89373
4.5849557,100.893585
8.265428,101.97118
19.945074,103.58352
7.2612257,103.71236
12.76446,105.35864
11.793208,105.76796
7.5230074,106.82081
47.096043,107.25224
16.202085,108.2432
10.30724,111.15197
30.31628,111.6484
33.526722,5.0113244
39.76394,4.5732746
31.931122,7.3747997
18.224857,8.047511
30.164495,9.261444
15.677258,10.704051
24.284565,10.222104
18.5997,11.660158
19.79622,12.4681635
27.462158,14.936943
10.533504,16.926468
17.042583,16.935516
21.584854,16.706156
16.21167,20.3316
44.302765,20.513206
8.422118,22.29651
7.950883,22.182505
44.359997,21.628916
12.324914,24.145432
15.621256,25.242737
19.376118,26.234125
69.31205,26.50288
48.007862,27.190868
6.1728845,28.411058
42.814396,28.65922
15.77309,31.223671
6.0646615,33.169693
12.137653,33.551857
13.083958,36.47767
47.80098,40.39775
53.640884,39.930916
5.201947,41.517643
30.404654,41.21571
61.414173,41.919746
55.31008,42.41083
6.630859,43.93372
2.9207861,47.54989
63.076355,48.223778
11.758864,49.21307
13.02263,49.433304
11.265965,49.717815
7.467515,51.13107
46.088814,50.719414
70.40156,51.148792
4.787197,53.381145
6.365377,52.24157
19.550226,55.34404
54.75217,54.996628
42.016502,59.74373
53.074608,59.85454
1.9343534,62.82558
46.96905,62.24582
9.775379,63.94693
12.372428,63.580162
20.229887,63.605484
23.158298,63.889687
34.19388,64.07342
45.273777,63.57808
1.8750081,66.61453
10.428323,67.51001
50.594177,73.81302
51.231213,73.808105
4.129598,74.90035
11.537751,77.03063
10.7696705,80.09996
10.196535,81.14502
7.826483,85.92146
33.95268,85.56251
2.6953526,89.6943
10.913099,90.0203
53.19822,89.670364
8.625336,90.492584
2.9163404,91.754776
44.493084,94.79775
31.806568,96.584915
12.694777,99.09185
39.527004,97.84467
5.417778,99.79961
8.758487,100.37422
6.160488,103.13924
6.4921,105.119705
13.108839,105.42197
11.523881,105.75559
47.0097,107.143486
16.145586,108.298225
10.2071,111.31702
30.401415,111.611984
39.853653,4.524619
18.15899,8.149317
29.57929,9.294239
24.5763,10.259454
15.727865,11.276102
18.435574,11.714817
19.290321,11.908357
27.445814,14.7243595
10.787173,17.056221
21.553867,16.848652
16.367748,20.31387
43.97627,20.185648
7.085726,22.103222
7.90217,24.498985
12.00339,23.852942
15.719772,25.172924
19.49172,26.268896
69.21303,26.599792
48.04309,27.538889
6.257211,28.481358
42.66811,28.671984
55.662296,28.959433
15.529755,31.187363
12.539645,33.80585
26.598263,32.648293
13.003347,36.541084
61.771347,36.741035
47.75684,40.424736
53.58697,40.007427
30.651606,41.046974
54.889175,42.200886
61.21888,41.97817
3.1978312,48.02369
11.800643,48.964108
13.272158,49.57638
46.07808,50.86756
70.39073,51.211586
6.81034,52.160824
4.9594083,53.70512
66.14504,53.550827
19.746176,55.300076
54.619194,55.32297
42.039257,59.820805
52.996742,59.86762
1.5413961,63.04789
13.087785,63.478966
47.10404,62.498497
9.493649,64.10135
15.498299,63.706223
21.81033,63.878197
22.852657,63.762093
34.28952,64.136925
45.81092,63.35977
9.722622,67.52295
15.022778,68.78821
48.50276,71.28353
50.52757,73.4561
50.976612,74.14671
3.8553839,74.853004
11.506754,76.89019
10.287084,80.01614
10.093222,81.02054
34.228207,84.88238
7.971382,86.53254
54.061268,88.44363
11.625623,89.66793
2.9049468,90.915
53.558296,89.44591
8.12585,90.377144
31.892479,96.58051
46.373398,96.67534
12.345509,99.664406
39.81214,98.43336
4.538214,99.87297
8.931763,99.92298
12.96129,105.190025
7.777774,105.619064
24.435362,107.45093
46.850155,107.125465
16.250546,108.36564
10.06706,111.10663
30.48527,111.41316
12.629385,114.809746
38.969242,5.7906547
17.889688,8.379781
29.636217,9.3678465
15.499071,10.956938
19.375708,11.84277
10.483874,17.131132
16.36829,17.95842
21.473309,16.953333
62.067863,18.900202
16.507471,20.249083
44.326218,19.850943
8.648931,22.444342
7.4729385,24.374264
11.855103,23.873487
15.882921,25.092466
19.456497,26.278542
47.937527,27.69783
6.4290047,28.888508
42.63959,28.692055
55.756676,28.968
15.692305,31.199379
26.693678,32.619213
4.056588,35.082966
12.816743,36.61146
47.651268,40.441406
53.480305,40.21024
30.736311,40.870407
54.70735,42.180874
60.961727,41.98712
6.633859,43.7425
13.552038,49.622383
11.105224,50.02643
7.660825,50.040726
45.903538,51.22974
70.34204,51.051258
48.232452,51.40336
66.127045,53.607666
4.2817082,53.51589
19.78685,55.354336
54.841133,55.419426
42.01833,59.865112
52.96514,59.87727
14.469911,61.636208
2.0358405,62.97722
13.215778,63.291603
47.23822,62.862076
10.273935,64.15404
16.0313,63.629265
21.89215,62.61635
22.772882,63.743248
34.45943,64.1803
9.494477,67.15903
14.924454,69.05027
48.49403,71.27981
51.499916,74.2518
3.763517,74.90476
10.199652,77.109924
11.737866,76.962494
10.373534,80.06008
10.036501,81.1915
34.23747,84.793625
8.412197,86.81842
54.608963,87.29936
2.7037294,89.88184
11.526877,89.800865
53.475376,89.5212
8.499899,90.383644
2.8100827,91.609055
31.954739,96.57442
12.340061,99.38719
40.064125,98.74749
14.678105,100.19488
5.860066,101.83465
7.7803144,105.67396
12.001234,105.221115
46.82597,107.11311
16.405617,108.428314
24.692772,107.645874
9.809295,111.23135
30.584383,111.33474
18.05558,111.92318
39.031647,5.818114
18.31253,9.28011
30.048832,9.661767
24.44669,10.130803
15.278313,11.178124
18.605234,11.562522
19.480562,12.025471
10.461891,17.270636
16.515089,17.829098
21.470589,16.702091
61.98544,19.093632
16.59656,20.203676
44.389843,19.679686
7.67173,24.103004
12.009479,23.816116
15.649374,25.439507
19.453836,26.294352
48.329506,27.98269
6.6655364,28.860682
42.7399,28.734108
15.8700695,31.209946
4.021061,34.541138
47.550583,40.34192
53.405823,40.371845
54.570454,42.23245
60.848873,41.924114
6.4326224,43.96947
34.183624,44.027367
13.562943,49.624676
62.344963,48.91106
11.01514,50.01768
9.428445,50.45025
45.540634,51.10273
48.459736,51.397938
4.1379495,53.41983
6.0938673,53.020702
19.695621,55.36824
54.922104,55.07938
42.018703,59.832943
52.944016,59.853165
12.546334,63.4489
19.650154,63.723686
47.1266,62.928474
10.723282,63.746353
16.372398,63.849884
22.315638,63.06202
22.919252,63.692673
34.449596,64.14247
2.0388594,64.85906
9.891572,67.21555
14.836338,69.491165
48.440746,71.42638
3.769784,74.8647
9.89155,76.78269
11.84286,76.90819
34.9878,81.653725
9.837946,81.475266
34.089394,85.38947
9.14406,86.747284
54.69264,87.15912
14.856957,89.67847
11.524939,89.89383
8.614708,90.31937
46.21815,96.11015
31.983238,96.57012
40.04676,98.85541
8.843336,100.22268
14.196577,99.82309
15.016424,99.61949
5.250761,100.90116
5.478169,103.348976
20.425304,104.20244
8.035145,105.327225
11.409104,105.91552
46.99404,107.09815
16.40417,108.50642
24.893324,107.50389
8.268729,110.46124
30.67487,111.3075
17.889565,111.575485
17.815151,8.944805
29.68776,9.723295
17.634336,11.318597
13.859836,12.109665
20.264284,12.50188
11.604302,13.96955
10.300737,17.355152
16.526608,17.043684
61.886703,19.24641
16.5404,20.22724
44.402645,19.749083
7.6551065,24.014732
12.229941,23.80487
13.689091,24.458605
15.470818,25.305399
19.312101,26.278694
48.337173,28.407927
6.232544,29.14242
42.479958,28.989058
16.072323,31.288933
12.372568,33.432594
4.156501,34.312534
15.852568,34.614693
62.431446,36.61213
47.537395,40.2188
53.499428,40.37904
54.540154,42.22014
60.89108,41.837265
6.8290224,43.981865
34.14356,44.048626
32.66366,48.728695
13.418617,49.635944
62.144817,49.143917
10.858234,49.891293
45.413857,50.8679
48.654495,51.20868
4.2708006,53.174522
6.297269,52.408043
19.606916,55.349186
54.97738,55.0332
42.304996,59.896446
52.961758,59.875813
2.3200736,62.514057
19.2234,63.625397
46.811813,62.81198
10.34397,63.947
16.53818,64.1546
22.768284,63.68373
23.3091,63.68062
34.50831,64.1305
2.0599241,64.56258
10.061045,67.357864
17.048435,69.88465
49.895073,73.77016
3.7742448,74.723656
10.213539,76.739914
11.829611,76.8405
35.056633,81.786545
9.31395,81.590485
34.450676,83.71756
34.055157,85.48497
7.8625174,86.97875
55.059624,87.74492
14.696393,89.59646
11.668221,89.83519
3.7852998,90.7444
8.415529,90.58479
51.364635,92.77446
46.397713,95.71044
32.010216,96.57178
38.856133,97.62506
12.338224,99.55583
39.9927,98.87541
8.70154,100.02751
5.282733,100.84631
8.055002,105.29432
11.557859,105.89834
47.059902,107.15599
16.347452,108.54165
25.074749,107.552284
9.6407795,110.92679
30.427359,111.30388
39.23112,5.537352
17.456308,8.706088
30.030973,9.981802
17.891197,10.899137
20.530598,12.668495
11.906381,13.837705
10.0149355,17.388195
16.673622,16.827961
16.491507,20.193449
44.60126,20.062223
7.9219427,23.852062
12.361889,24.079514
14.028586,24.764194
19.157673,26.193176
69.05073,26.328453
6.476617,28.965445
42.487812,28.943514
47.84902,28.604944
16.259794,31.367172
12.509173,36.852074
62.62866,36.580013
47.50632,40.18438
54.491177,42.047634
61.03582,41.80377
7.070367,43.676483
34.086468,44.1789
4.079885,46.15398
32.415016,48.34004
33.648014,48.71537
62.242332,49.08868
10.39099,49.837196
12.296963,49.663464
48.657936,51.181835
6.8144984,52.064426
4.1904263,53.156586
19.561737,55.344788
54.98328,55.02582
15.311308,60.00288
42.675915,59.87418
52.92966,59.948315
12.761409,63.208405
46.65263,62.826576
9.940227,63.97782
21.126575,64.213936
22.676178,63.49778
34.40006,64.07321
2.172474,64.13562
16.611122,64.207596
10.008046,67.4779
49.83509,74.147316
3.7140203,74.73266
11.789648,76.857704
37.41386,78.288506
10.493438,79.523254
35.060738,81.88674
9.558002,81.2435
34.97713,84.32852
