track_id,point_index,x,y,t
1,56,0.36226532,0.12574919,0.59574467
1,57,0.35384923,0.12106203,0.60826033
1,58,0.3499586,0.11773072,0.6157697
1,59,0.34535328,0.11353162,0.62578225
1,60,0.34021118,0.11106351,0.63579476
1,61,0.33576098,0.10500659,0.64831036
1,62,0.33372706,0.10347868,0.65707135
1,63,0.32312173,0.09457316,0.66833544
1,64,0.3177142,0.08917726,0.67709637
1,65,0.3097343,0.08176945,0.6871089
1,66,0.29829758,0.07651857,0.7008761
1,67,0.2871035,0.07345767,0.7058824
1,68,0.27029875,0.0643332,0.7158949
1,69,0.2658537,0.05859381,0.7346683
1,70,0.26343432,0.05838773,0.7371715
1,71,0.26138484,0.05624271,0.75219023
1,72,0.25959167,0.0518297,0.76095116
1,73,0.26030022,0.048131734,0.7709637
1,74,0.26034912,0.047972765,0.78347933
1,75,0.26144588,0.048712406,0.7859825
1,76,0.2556001,0.044983126,0.7997497
1,77,0.254594,0.043308143,0.81226534
1,78,0.2608247,0.039859813,0.8235294
1,79,0.25786754,0.037288327,0.8260325
1,80,0.22541241,0.05409988,0.836045
1,81,0.21172497,0.06339883,0.8460576
1,82,0.19888318,0.071370564,0.8560701
1,83,0.18108867,0.08369726,0.8685857
1,84,0.18142712,0.08180616,0.8760951
1,85,0.16901201,0.09135401,0.8898623
1,86,0.1655356,0.093593314,0.89612013
1,87,0.16661003,0.09493852,0.9073842
1,88,0.16021541,0.10024584,0.9161452
1,89,0.15791577,0.101329744,0.9261577
1,90,0.15041858,0.10679844,0.94242805
1,91,0.14915287,0.114934355,0.9461827
1,92,0.15135571,0.11907095,0.95619524
1,93,0.16368811,0.12595716,0.9674593
1,94,0.17091598,0.12845835,0.97622025
1,95,0.17575026,0.13236731,0.9887359
1,96,0.18200874,0.13379945,0.9962453
2,0,0.21030411,0.5022167,0.0
2,1,0.22828734,0.49052015,0.005006258
2,2,0.24395661,0.47452423,0.023779724
2,3,0.24284846,0.47617456,0.02503129
2,4,0.24209213,0.4810789,0.047559448
2,5,0.24484494,0.48075968,0.06382979
2,6,0.24610537,0.4818612,0.06508135
2,7,0.25666755,0.5178174,0.40801
2,8,0.2548259,0.54420304,0.4155194
2,9,0.25977364,0.54427457,0.42553192
2,10,0.2576175,0.54413754,0.4430538
2,11,0.25910443,0.5447664,0.44555694
2,12,0.25910765,0.5431243,0.46182728
2,13,0.26729873,0.5423702,0.47434294
2,14,0.26517388,0.5432955,0.4793492
2,15,0.268198,0.54086477,0.4893617
2,16,0.26902208,0.5423368,0.49812266
2,17,0.27771467,0.543012,0.50563204
2,18,0.27754223,0.54305214,0.5181477
2,19,0.274443,0.5435275,0.5281602
2,20,0.27320075,0.54557115,0.5406758
2,21,0.2745312,0.5449063,0.54568213
2,22,0.27509725,0.5438815,0.5619524
2,23,0.2752499,0.54361904,0.5694618
2,24,0.27277413,0.5427868,0.57947433
2,25,0.26796865,0.54348534,0.5882353
2,26,0.27405727,0.54490906,0.59949934
2,27,0.27356213,0.5450603,0.61076343
2,28,0.27197292,0.545354,0.6245307
2,29,0.27159455,0.5448866,0.62578225
2,30,0.28120944,0.5451595,0.63579476
2,31,0.2818545,0.5436869,0.64580727
2,32,0.28049687,0.5445148,0.660826
2,33,0.2858912,0.54445857,0.6720901
2,34,0.28555554,0.5448212,0.68085104
2,35,0.2853948,0.5456412,0.6858573
2,36,0.28192055,0.54261994,0.6971214
2,37,0.2820337,0.54097843,0.7146433
2,38,0.27649215,0.5437831,0.7158949
2,39,0.27313834,0.54356986,0.72715896
2,40,0.272422,0.5473957,0.73967457
2,41,0.2721619,0.5449005,0.7459324
2,42,0.27224207,0.5440295,0.7634543
2,43,0.26927194,0.5450097,0.7659575
2,44,0.2656511,0.53892684,0.7847309
2,45,0.2632804,0.5402118,0.78973716
2,46,0.26235625,0.5452556,0.8047559
2,47,0.26814955,0.5461788,0.81101376
2,48,0.26825583,0.546974,0.82102627
2,49,0.26857468,0.54601204,0.8272841
2,50,0.2685764,0.54492486,0.844806
2,51,0.26700217,0.54447895,0.8460576
2,52,0.26670235,0.54400575,0.8585732
2,53,0.26626462,0.54349154,0.87234044
2,54,0.26875558,0.54436004,0.8785983
2,55,0.26777837,0.5455109,0.8911139
2,56,0.27020577,0.5440484,0.90237796
2,57,0.2692572,0.54353905,0.90613264
2,58,0.26847324,0.5446844,0.9173967
2,59,0.26818648,0.54634607,0.93366706
2,60,0.26895347,0.5486587,0.9399249
2,61,0.26822406,0.54506,0.9499374
2,62,0.27140984,0.5435933,0.9574468
2,63,0.2719285,0.5423309,0.971214
2,64,0.27132943,0.54426926,0.98372966
2,65,0.27046928,0.544169,0.98748434
2,66,0.26881856,0.5439829,1.0
3,0,0.60694516,0.5217948,0.0
3,1,0.6152732,0.53283906,0.013767209
3,2,0.61444736,0.5328535,0.015018773
3,3,0.6124382,0.53244513,0.030037547
3,4,0.610688,0.5355745,0.04255319
3,5,0.6029939,0.5362197,0.04505632
3,6,0.60290873,0.53626746,0.05882353
3,7,0.59588206,0.54698735,0.06508135
3,8,0.60636526,0.5447331,0.07884856
3,9,0.6001873,0.5462218,0.08635794
3,10,0.6018099,0.54528666,0.10387985
3,11,0.60103774,0.5463096,0.10513142
3,12,0.5989177,0.5519377,0.116395496
3,13,0.61075586,0.5367307,0.12891114
3,14,0.6110296,0.5347985,0.14392991
3,15,0.6124084,0.5351082,0.15018773
3,16,0.6111691,0.5367755,0.16270338
3,17,0.608364,0.53572214,0.16645807
3,18,0.5993448,0.532723,0.17772216
3,19,0.5996898,0.535066,0.18898623
3,20,0.60006624,0.5458799,0.20025031
3,21,0.6029516,0.55248326,0.20901126
3,22,0.6025861,0.54992557,0.21777222
3,23,0.6020788,0.55455846,0.23153943
3,24,0.59905416,0.55271435,0.23529412
3,25,0.599063,0.5519949,0.24906133
3,26,0.5981817,0.5486719,0.26157698
3,27,0.59871954,0.5478648,0.26533166
3,28,0.6002985,0.5472321,0.27784732
3,29,0.60409254,0.545811,0.28911138
3,30,0.60843104,0.5502562,0.30413017
3,31,0.60768133,0.5490904,0.30538172
3,32,0.6019408,0.5558048,0.31539425
3,33,0.5922616,0.5437253,0.32540676
3,34,0.5926773,0.5497328,0.34418023
3,35,0.5923972,0.5497097,0.34543177
3,36,0.5911078,0.5486468,0.36420527
3,37,0.59289104,0.5498297,0.36545682
3,38,0.59379613,0.55186194,0.3842303
3,39,0.59423906,0.5509172,0.38548186
3,40,0.60118747,0.54849076,0.40300375
3,41,0.59936476,0.54807764,0.40926158
3,42,0.5994982,0.5471512,0.42052567
3,43,0.59780324,0.5479486,0.43429285
3,44,0.5950962,0.54839844,0.43554443
3,45,0.59755176,0.5514839,0.44555694
3,46,0.5986518,0.5501641,0.46057573
3,47,0.59804714,0.5507908,0.46558198
3,48,0.59836876,0.55060405,0.4755945
3,49,0.60358477,0.5482219,0.485607
3,50,0.60289115,0.5468721,0.49812266
3,51,0.592729,0.5467639,0.5068836
3,52,0.61046386,0.53429085,0.5206508
3,53,0.6076699,0.53409964,0.5281602
3,54,0.59949976,0.54509056,0.543179
3,55,0.5961702,0.54790175,0.54568213
3,56,0.5957194,0.5494966,0.5594493
3,57,0.59359795,0.54778326,0.5669587
3,58,0.60017383,0.5517801,0.5844806
3,59,0.60102206,0.552033,0.58573216
3,60,0.60936254,0.54509956,0.59699625
3,61,0.6072105,0.5403581,0.6057572
3,62,0.60716957,0.5404522,0.620776
3,63,0.60918015,0.5322537,0.62578225
3,64,0.6070755,0.5329482,0.63829786
3,65,0.60604465,0.5271295,0.64831036
3,66,0.60943013,0.5296319,0.65832293
3,67,0.60878676,0.5386183,0.6733417
3,68,0.6077669,0.5361544,0.6758448
3,69,0.6067703,0.5341568,0.68836045
3,70,0.6044873,0.5370255,0.69837296
3,71,0.6054015,0.54236525,0.70963705
3,72,0.6068897,0.54286397,0.72090113
3,73,0.60700715,0.54326797,0.7346683
3,74,0.6066686,0.54281694,0.7359199
3,75,0.6113695,0.5394353,0.747184
3,76,0.6094292,0.533657,0.76095116
3,77,0.61170083,0.5292269,0.7747184
3,78,0.61391175,0.5309327,0.77597
3,79,0.6101012,0.5296923,0.7922403
3,80,0.60513526,0.5346212,0.795995
3,81,0.6046155,0.54131174,0.8135169
3,82,0.6083907,0.5408501,0.8172716
3,83,0.6080495,0.540598,0.8260325
3,84,0.61071324,0.5347738,0.84230286
3,85,0.6172171,0.5360123,0.8485607
3,86,0.61864513,0.5310556,0.8573217
3,87,0.61139596,0.5310528,0.873592
3,88,0.60865504,0.5322754,0.8760951
3,89,0.6123651,0.53565514,0.8898623
3,90,0.60578686,0.5428778,0.90237796
3,91,0.60547996,0.5416272,0.90613264
3,92,0.6041305,0.5423052,0.9198999
3,93,0.6058889,0.5468206,0.9274093
3,94,0.60494274,0.5491087,0.9386733
3,95,0.59701973,0.5535676,0.9461827
3,96,0.59540796,0.5522882,0.95619524
3,97,0.5970526,0.55170316,0.9724656
3,98,0.5971824,0.55125225,0.98372966
3,99,0.5947351,0.55327374,0.9924906
3,100,0.5961102,0.5506482,1.0
4,0,0.11602054,0.54592997,0.0
4,1,0.11749052,0.54859364,0.013767209
4,2,0.118564546,0.5495928,0.017521903
4,3,0.13244715,0.5439311,0.026282854
4,4,0.13315861,0.5422399,0.041301627
4,5,0.12898622,0.5441262,0.05006258
4,6,0.12844984,0.5439099,0.061326656
4,7,0.1281092,0.54339075,0.066332914
4,8,0.12555641,0.54392934,0.075093865
4,9,0.13571297,0.54683495,0.09386733
4,10,0.13946457,0.54502326,0.10387985
4,11,0.14036947,0.54462224,0.11013767
4,12,0.1361555,0.54352295,0.11764706
4,13,0.13201223,0.5441097,0.13141426
4,14,0.13067809,0.54298854,0.14267835
4,15,0.123657964,0.54301214,0.14518148
4,16,0.1296743,0.54818547,0.155194
4,17,0.123968534,0.5440794,0.1652065
4,18,0.12291196,0.54720396,0.17772216
4,19,0.10403922,0.5495195,0.1939925
4,20,0.10957044,0.5523293,0.19524406
4,21,0.111627296,0.54508626,0.2077597
4,22,0.116519876,0.5452419,0.22277847
4,23,0.11620197,0.54417187,0.23153943
4,24,0.11147102,0.54649615,0.23779725
4,25,0.11207377,0.5456045,0.2503129
4,26,0.111639254,0.54847276,0.25782228
4,27,0.11738958,0.5445148,0.26783478
4,28,0.11865705,0.54729074,0.27659574
4,29,0.12244357,0.54654133,0.29036295
4,30,0.133712,0.544586,0.30413017
4,31,0.12186938,0.54533005,0.30538172
4,32,0.14133805,0.5466426,0.31539425
4,33,0.15217505,0.545686,0.32540676
4,34,0.15029371,0.54622585,0.33541927
4,35,0.14121434,0.54928476,0.3516896
4,36,0.13994275,0.5490659,0.3629537
4,37,0.14452672,0.5507045,0.37046307
4,38,0.15335695,0.5454566,0.37797245
4,39,0.15320635,0.5483771,0.3942428
4,40,0.14788786,0.5479756,0.39549437
4,41,0.14489236,0.5474567,0.41301626
4,42,0.14088836,0.54543257,0.4230288
4,43,0.12391817,0.5462308,0.42553192
4,44,0.12049239,0.5478417,0.436796
4,45,0.12073017,0.5435039,0.45181477
4,46,0.10813013,0.5489693,0.45556948
4,47,0.109931186,0.5466072,0.47058824
4,48,0.10638723,0.5468753,0.4755945
4,49,0.10281253,0.5450521,0.4931164
4,50,0.108778164,0.5485805,0.49687108
4,51,0.11069625,0.548103,0.5118899
4,52,0.11299616,0.5474126,0.51564455
4,53,0.11529904,0.54746133,0.5281602
4,54,0.12630628,0.54965055,0.5406758
4,55,0.121280596,0.5441839,0.54568213
4,56,0.11993442,0.5471153,0.55694616
4,57,0.11590411,0.54789793,0.5707134
4,58,0.11835559,0.54966295,0.5819775
4,59,0.11359664,0.5526912,0.58698374
4,60,0.10942249,0.548559,0.59699625
4,61,0.09401391,0.54636467,0.6057572
4,62,0.09723094,0.5424296,0.6245307
4,63,0.105596915,0.5462804,0.62828535
4,64,0.11141782,0.5482218,0.6420526
4,65,0.10896421,0.55235314,0.64956194
4,66,0.12531926,0.54643345,0.6620776
4,67,0.14453796,0.5445108,0.67459327
4,68,0.14661133,0.5459271,0.6833542
4,69,0.12855542,0.54485726,0.6871089
4,70,0.123959795,0.5462323,0.6971214
4,71,0.124582395,0.5484136,0.7133917
4,72,0.12797326,0.5482475,0.72090113
4,73,0.13104826,0.5492053,0.7334168
4,74,0.13254088,0.5458212,0.7359199
4,75,0.13154219,0.54690474,0.75219023
4,76,0.13781321,0.5486347,0.7571965
4,77,0.14260387,0.5440939,0.7684606
4,78,0.15257472,0.5409138,0.7784731
4,79,0.15414388,0.5461409,0.79349184
4,80,0.14888851,0.54454184,0.8022528
4,81,0.1486034,0.54402405,0.80851066
4,82,0.14693399,0.5461151,0.82102627
4,83,0.14788644,0.5495019,0.8347935
4,84,0.15251511,0.5464113,0.8372966
4,85,0.14309865,0.548469,0.85231537
4,86,0.13760434,0.5481529,0.8560701
4,87,0.14200522,0.5477331,0.87108886
4,88,0.14327103,0.55258906,0.8785983
4,89,0.15211624,0.547316,0.8911139
4,90,0.15034409,0.5452447,0.9011264
4,91,0.14502707,0.54341877,0.9086358
4,92,0.13608602,0.5459285,0.9198999
4,93,0.13724558,0.54257655,0.9261577
4,94,0.13565515,0.5487041,0.9399249
4,95,0.12716681,0.54550624,0.95494366
4,96,0.13054585,0.5460104,0.9586984
4,97,0.13303213,0.54540807,0.9699625
4,98,0.13523814,0.5468745,0.97622025
4,99,0.13526975,0.5452692,0.99374217
4,100,0.13684416,0.5462317,0.9987484
5,0,0.13272738,0.54834175,0.0
5,1,0.13234758,0.5461276,0.0075093866
5,2,0.12463683,0.5460165,0.018773466
5,3,0.13481301,0.5447773,0.02503129
5,4,0.13688125,0.54280865,0.037546933
5,5,0.1319882,0.5469771,0.04505632
5,6,0.12976007,0.54577154,0.06382979
5,7,0.12905383,0.54484814,0.0738423
5,8,0.124715984,0.54443496,0.077597
5,9,0.1143092,0.55126834,0.091364205
5,10,0.107331924,0.54712695,0.09887359
5,11,0.09615238,0.5476219,0.11389237
5,12,0.09723356,0.54521173,0.11514393
5,13,0.10082537,0.5444296,0.12765957
5,14,0.10347277,0.5482205,0.13892366
5,15,0.10242218,0.5470777,0.15018773
5,16,0.10737339,0.54808927,0.16145182
5,17,0.10827586,0.54311156,0.17271589
5,18,0.10441884,0.5427991,0.17897372
5,19,0.09019232,0.5424704,0.18523154
5,20,0.08912416,0.5464891,0.20025031
5,21,0.087126754,0.5467309,0.21401753
5,22,0.0850879,0.54778785,0.21526909
5,23,0.07956416,0.5479953,0.23153943
5,24,0.07887005,0.55086637,0.23779725
5,25,0.07649206,0.55590934,0.24530663
5,26,0.07653758,0.5486057,0.2603254
5,27,0.075654924,0.5468224,0.26908636
5,28,0.08139655,0.5534588,0.28285357
5,29,0.078770995,0.54982626,0.29161453
5,30,0.080841124,0.55482787,0.29787233
5,31,0.08489804,0.54579175,0.31414267
5,32,0.08515985,0.5436839,0.31539425
5,33,0.09072533,0.5457318,0.33416772
5,34,0.09051157,0.5485555,0.34042552
5,35,0.09213021,0.5467809,0.35043806
5,36,0.09327962,0.54397976,0.36420527
5,37,0.09996096,0.5456746,0.37171465
5,38,0.10559941,0.5446187,0.37546933
5,39,0.10313112,0.5475116,0.3942428
5,40,0.111573964,0.5499731,0.40425533
5,41,0.10362826,0.5472406,0.40550688
5,42,0.10508748,0.54850346,0.42177722
5,43,0.106488705,0.54658616,0.42803505
5,44,0.10385656,0.54131734,0.4443054
5,45,0.10665123,0.5508437,0.4543179
5,46,0.0995402,0.551948,0.45682102
5,47,0.10188908,0.54785985,0.47309136
5,48,0.10045202,0.5456183,0.4793492
5,49,0.1015795,0.5446261,0.49186483
5,50,0.11027209,0.5458973,0.50438046
5,51,0.11007135,0.54623723,0.51314145
5,52,0.10502549,0.54820305,0.5193992
5,53,0.092968866,0.5468111,0.52690864
5,54,0.09480685,0.5485837,0.5419274
5,55,0.097213164,0.5482859,0.5506884
5,56,0.09709994,0.5457322,0.55819774
5,57,0.10160165,0.55131125,0.5694618
5,58,0.10234728,0.54923826,0.57697123
5,59,0.10242063,0.5479777,0.59199
5,60,0.099730596,0.5476279,0.60450566
5,61,0.08639411,0.5572954,0.60700876
5,62,0.086654074,0.54642653,0.6232791
5,63,0.08920464,0.549135,0.63204
5,64,0.09210228,0.5459336,0.640801
5,65,0.09117377,0.55033714,0.64705884
5,66,0.08883371,0.54864025,0.6558198
5,67,0.084873594,0.5492302,0.6658323
5,68,0.100108534,0.5450397,0.6846058
5,69,0.09829448,0.54833543,0.6858573
5,70,0.09871489,0.5511104,0.7046308
5,71,0.087608956,0.5494983,0.7058824
5,72,0.09015232,0.5462722,0.7246558
5,73,0.08808859,0.5518657,0.72966206
5,74,0.082636476,0.5432745,0.73967457
5,75,0.0749612,0.5415837,0.7459324
5,76,0.07252014,0.54901737,0.7559449
5,77,0.070480295,0.55053693,0.7747184
5,78,0.0720108,0.55254734,0.77597
5,79,0.0660037,0.55222267,0.78973716
5,80,0.068054825,0.5549488,0.8035044
5,81,0.07258828,0.5484155,0.81101376
5,82,0.07528193,0.5520195,0.81977475
5,83,0.07140815,0.54984593,0.8260325
5,84,0.08799191,0.54492676,0.836045
5,85,0.087965064,0.5439064,0.85106385
5,86,0.08870262,0.5414591,0.8598248
5,87,0.08898657,0.546959,0.8673342
5,88,0.08856556,0.5463908,0.8773467
5,89,0.09220963,0.55143017,0.8898623
5,90,0.08864187,0.5461078,0.89987487
5,91,0.09311508,0.5501571,0.90613264
5,92,0.09106795,0.54674673,0.9173967
5,93,0.08747811,0.54510766,0.93491864
5,94,0.08433382,0.5457384,0.9361702
5,95,0.084950365,0.5472613,0.9461827
5,96,0.08110917,0.5488448,0.9586984
5,97,0.07464921,0.5505947,0.97496873
5,98,0.07308916,0.5484529,0.9787234
5,99,0.066255495,0.5518695,0.99499375
5,100,0.074145734,0.54774886,1.0
6,0,0.2745301,0.5452058,0.0
6,1,0.27389523,0.5448415,0.008760951
6,2,0.2751124,0.5461963,0.02252816
6,3,0.27593338,0.54508734,0.032540675
6,4,0.27688715,0.5437444,0.035043806
6,5,0.27463615,0.5454994,0.047559448
6,6,0.27581927,0.54507077,0.055068836
6,7,0.2762499,0.5460161,0.06758448
6,8,0.27635822,0.5442973,0.08010013
6,9,0.28801605,0.5413469,0.091364205
6,10,0.2885723,0.5428398,0.09887359
6,11,0.27996746,0.5422193,0.10888611
6,12,0.2787861,0.54212123,0.12265331
6,13,0.2766711,0.5421844,0.13141426
6,14,0.2776895,0.5449644,0.13642053
6,15,0.27696857,0.54574996,0.15269086
6,16,0.274775,0.5470421,0.15894869
6,17,0.27637666,0.5456564,0.16770963
6,18,0.27549633,0.54124844,0.18272841
6,19,0.27371725,0.5440955,0.18523154
6,20,0.27181143,0.5458359,0.20025031
6,21,0.26717976,0.5425197,0.21276596
6,22,0.26921856,0.54065293,0.22027534
6,23,0.2698205,0.54084694,0.22653316
6,24,0.2699486,0.53965056,0.24155194
6,25,0.26900414,0.54396874,0.25406757
6,26,0.2688591,0.54490715,0.25531915
6,27,0.26854134,0.5456647,0.26658323
6,28,0.26596314,0.54521775,0.28035045
6,29,0.26779622,0.543296,0.28785983
6,30,0.26739958,0.54436725,0.30413017
6,31,0.2687242,0.54433423,0.31163955
6,32,0.270417,0.54363257,0.3166458
6,33,0.27218196,0.5461316,0.3266583
6,34,0.2735976,0.5469508,0.33541927
6,35,0.2840708,0.5448921,0.3529412
6,36,0.28441423,0.54514414,0.3629537
6,37,0.28492507,0.5453401,0.37046307
6,38,0.2825975,0.54351646,0.3767209
6,39,0.28365713,0.54808027,0.39048812
6,40,0.28200394,0.54794353,0.3979975
6,41,0.28711742,0.54595846,0.4117647
6,42,0.28967077,0.5450044,0.42177722
6,43,0.28927636,0.54231316,0.43053818
6,44,0.28887597,0.54660815,0.44180226
6,45,0.2780199,0.54570603,0.44680852
6,46,0.2782339,0.54220676,0.45556948
6,47,0.2786757,0.5472475,0.47058824
6,48,0.27737096,0.5437321,0.48185232
6,49,0.27406478,0.5425987,0.4931164
6,50,0.2754521,0.5428889,0.50438046
6,51,0.28073126,0.5447525,0.50813514
6,52,0.28359354,0.5423718,0.5244055
6,53,0.28219917,0.54368055,0.53316647
6,54,0.28091636,0.54515296,0.5406758
6,55,0.28238788,0.54790944,0.5494368
6,56,0.27674988,0.5497013,0.56445557
6,57,0.27701172,0.5455863,0.5744681
6,58,0.27988857,0.5442009,0.5807259
6,59,0.2771798,0.5449025,0.5944931
6,60,0.27587762,0.54548115,0.6032541
6,61,0.27588493,0.54543453,0.60700876
6,62,0.27539846,0.54498434,0.61827284
6,63,0.27507395,0.54464847,0.62703377
6,64,0.28752014,0.54413825,0.6433041
6,65,0.2854205,0.54534674,0.64705884
6,66,0.28626844,0.5471957,0.65957445
6,67,0.29058447,0.5437725,0.6720901
6,68,0.28876162,0.54537886,0.67834795
6,69,0.2819316,0.5436303,0.6933667
6,70,0.27712488,0.5444862,0.7033792
6,71,0.2774766,0.5431089,0.7133917
6,72,0.27226678,0.54245794,0.7234042
6,73,0.27229744,0.5430019,0.72966206
6,74,0.2691699,0.53861284,0.73842305
6,75,0.28030932,0.54440194,0.7534418
6,76,0.27567506,0.54312766,0.7559449
6,77,0.2884949,0.544984,0.7684606
6,78,0.28849038,0.547335,0.77597
6,79,0.28980285,0.54606175,0.79349184
6,80,0.2893174,0.5458997,0.795995
6,81,0.2862829,0.544282,0.81476843
6,82,0.28156635,0.5461147,0.81602
6,83,0.28327975,0.5451064,0.8335419
6,84,0.28012055,0.54185396,0.844806
6,85,0.2748211,0.5444886,0.85231537
6,86,0.2736934,0.543929,0.8573217
6,87,0.2715664,0.5398511,0.8673342
6,88,0.2719845,0.5442936,0.88485605
6,89,0.27304223,0.5461256,0.8886108
6,90,0.27533138,0.54613376,0.9048811
6,91,0.27886942,0.54453915,0.9148936
6,92,0.27433914,0.547006,0.9186483
6,93,0.2746893,0.54766893,0.93491864
6,94,0.27510893,0.545527,0.9386733
6,95,0.27425143,0.5391831,0.95369214
6,96,0.2737939,0.5436438,0.9612015
6,97,0.27825162,0.5445758,0.9674593
6,98,0.28003567,0.5437469,0.97622025
6,99,0.27451238,0.54412746,0.9924906
6,100,0.2763976,0.5437689,0.99749684
7,0,0.44413957,0.5486975,0.0
7,1,0.44385707,0.5484664,0.005006258
7,2,0.44405916,0.5480766,0.02252816
7,3,0.448718,0.5483103,0.02503129
7,4,0.48118812,0.5496514,0.048811015
7,5,0.4917397,0.5504522,0.05882353
7,6,0.48829287,0.5445036,0.071339175
7,7,0.4908698,0.53038925,0.07884856
7,8,0.49042404,0.5280488,0.08510638
7,9,0.4875766,0.52965623,0.095118895
7,10,0.48208576,0.52745277,0.10638298
7,11,0.48164022,0.5257232,0.11889862
7,12,0.47697914,0.52487296,0.13266583
7,13,0.47635946,0.5248407,0.13892366
7,14,0.47674605,0.52478373,0.14518148
7,15,0.4761944,0.5239489,0.16145182
7,16,0.43348077,0.5491891,0.31914893
7,17,0.4600961,0.5597438,0.5531915
7,18,0.46534616,0.55828357,0.5744681
7,19,0.46601307,0.55691504,0.57571965
7,20,0.46946838,0.5580327,0.58573216
7,21,0.47989324,0.5604784,0.63204
7,22,0.4799032,0.55967134,0.63704634
7,23,0.47593722,0.5586375,0.64705884
7,24,0.47607192,0.55823994,0.660826
7,25,0.48053044,0.5601401,0.66708386
7,26,0.48409036,0.55979633,0.6795995
7,27,0.48448384,0.5586586,0.6921151
7,28,0.4841121,0.558099,0.7046308
7,29,0.48389038,0.55882293,0.7058824
7,30,0.48483247,0.5584703,0.7158949
7,31,0.48728955,0.55757535,0.7259074
7,32,0.48566577,0.55400467,0.7421777
7,33,0.48802915,0.5542858,0.74843556
7,34,0.49065858,0.55173147,0.76220274
7,35,0.4960246,0.55133575,0.7659575
7,36,0.5011052,0.55140775,0.7784731
7,37,0.50304633,0.5515795,0.78723407
7,38,0.508729,0.5505444,0.80100125
7,39,0.51201135,0.5492925,0.8097622
7,40,0.51461065,0.5490726,0.81602
7,41,0.5152068,0.54847616,0.8260325
7,42,0.52345854,0.5472306,0.8372966
7,43,0.5239041,0.5484103,0.8485607
7,44,0.5310215,0.5492896,0.8598248
7,45,0.5453921,0.57987386,0.87108886
7,46,0.5505154,0.5439456,0.88485605
7,47,0.5846912,0.549082,0.89361703
7,48,0.5900071,0.5424411,0.8986233
7,49,0.60275817,0.54039115,0.9148936
7,50,0.60355824,0.5385818,0.9161452
7,51,0.59787405,0.5433652,0.9261577
7,52,0.5994608,0.5480186,0.9436796
7,53,0.59695256,0.5549207,0.95494366
7,54,0.60016495,0.55133104,0.9599499
7,55,0.5986914,0.55167234,0.97371715
7,56,0.5970004,0.55325454,0.98498124
7,57,0.5977971,0.5544169,0.9862328
7,58,0.59747994,0.550011,0.9987484
8,0,0.6002128,0.54726404,0.0
8,1,0.6012083,0.5481297,0.0075093866
8,2,0.59879684,0.5426253,0.016270338
8,3,0.6021912,0.539627,0.03379224
8,4,0.600131,0.53992724,0.035043806
8,5,0.60085493,0.5416778,0.048811015
8,6,0.60467005,0.5414876,0.06257822
8,7,0.6012407,0.5510539,0.06508135
8,8,0.61251223,0.5477985,0.075093865
8,9,0.61630297,0.5365534,0.09261577
8,10,0.6141899,0.5373153,0.10012516
8,11,0.6118887,0.5345947,0.1126408
